id,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
3838,1,0,12,2,0,4,1,1,0.48,0.4697,0.82,0.1045,
3839,4,1,12,17,0,3,1,1,0.4,0.4091,0.5,0.3881,
3840,4,0,11,6,0,5,1,1,0.26,0.2727,0.81,0.1045,
3841,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,
3842,1,0,12,17,0,6,0,1,0.28,0.2879,0.45,0.1343,
3843,3,0,8,10,0,2,1,1,0.7,0.6364,0.37,0,
3844,3,0,8,10,0,2,1,1,0.82,0.7273,0.36,0.2985,
3845,1,0,1,18,0,1,1,1,0.24,0.2576,0.32,0.1045,
3846,3,0,8,6,0,6,0,2,0.6,0.5606,0.83,0.1343,
3847,3,1,6,6,0,5,1,2,0.74,0.697,0.66,0,
3848,1,1,2,23,0,3,1,1,0.46,0.4545,0.63,0.0896,
3849,3,1,7,11,0,2,1,2,0.86,0.803,0.47,0,
3850,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,
3851,3,0,8,19,0,4,1,2,0.66,0.6061,0.78,0.3284,
3852,3,1,9,4,0,6,0,1,0.56,0.5303,0.83,0.2836,
3853,4,1,11,0,0,4,1,3,0.28,0.2727,0.61,0.2239,
3854,2,1,5,23,0,1,1,2,0.54,0.5152,0.45,0.194,
3855,3,0,7,3,0,4,1,1,0.64,0.5606,0.94,0.1045,
3856,1,1,3,10,0,0,0,2,0.42,0.4242,0.88,0.1045,
3857,1,1,3,10,0,3,1,1,0.56,0.5303,0.56,0.1045,
3858,2,1,4,6,0,2,1,1,0.34,0.3485,0.71,0.1045,
3859,2,0,3,1,0,3,1,1,0.32,0.3485,0.39,0,
3860,4,1,10,5,0,0,0,1,0.38,0.3939,0.66,0.0896,
3861,2,1,4,7,0,0,0,3,0.42,0.4242,0.77,0.3881,
3862,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194,
3863,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,
3864,1,0,3,21,0,6,0,2,0.44,0.4394,0.72,0.3284,
3865,1,1,2,8,0,4,1,3,0.4,0.4091,0.87,0,
3866,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0,
3867,3,1,8,11,0,5,1,3,0.68,0.6364,0.79,0.1343,
3868,4,1,10,8,0,0,0,3,0.42,0.4242,0.67,0.1343,
3869,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0,
3870,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,
3871,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,
3872,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,
3873,1,0,2,23,0,4,1,1,0.46,0.4545,0.67,0.2985,
3874,1,0,1,16,0,1,1,1,0.26,0.2424,0.3,0.2537,
3875,3,0,6,11,0,3,1,1,0.74,0.697,0.7,0.1642,
3876,1,1,3,20,0,2,1,1,0.32,0.3182,0.49,0.194,
3877,4,1,12,7,0,4,1,1,0.24,0.2273,0.6,0.2239,
3878,2,0,5,0,0,6,0,2,0.5,0.4848,0.88,0.1343,
3879,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,
3880,4,0,10,0,0,6,0,3,0.28,0.2576,0.87,0.2985,
3881,2,1,4,14,0,0,0,3,0.38,0.3939,0.87,0.3284,
3882,3,0,8,19,0,5,1,1,0.74,0.6667,0.42,0.2239,
3883,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642,
3884,3,1,9,11,0,6,0,1,0.7,0.6515,0.58,0.2836,
3885,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,
3886,4,0,9,16,0,5,1,3,0.62,0.5455,0.94,0,
3887,1,1,1,14,0,0,0,1,0.32,0.303,0.26,0.2537,
3888,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537,
3889,1,0,1,16,0,6,0,1,0.24,0.2424,0.6,0.1642,
3890,3,0,8,8,0,3,1,2,0.74,0.6667,0.51,0.1642,
3891,3,1,8,18,0,5,1,2,0.82,0.803,0.59,0.2537,
3892,2,0,3,22,0,5,1,2,0.28,0.2576,0.38,0.3284,
3893,3,1,8,0,0,2,1,1,0.7,0.6667,0.74,0.2239,
3894,4,1,12,18,0,0,0,2,0.44,0.4394,0.72,0.1045,
3895,3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,
3896,4,1,12,8,0,0,0,2,0.26,0.2879,0.93,0.0896,
3897,4,1,9,1,0,2,1,1,0.44,0.4394,0.72,0.1343,
3898,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,
3899,1,1,3,2,0,4,1,2,0.46,0.4545,0.94,0.2836,
3900,1,1,2,23,0,6,0,1,0.24,0.197,0.41,0.4179,
3901,4,0,10,10,0,4,1,3,0.5,0.4848,0.88,0.194,
3902,2,1,6,8,0,5,1,2,0.64,0.5758,0.89,0.194,
3903,3,0,9,19,0,2,1,2,0.54,0.5152,0.88,0.4179,
3904,3,1,7,18,0,0,0,1,0.74,0.697,0.66,0.1642,
3905,2,0,5,1,0,1,1,1,0.52,0.5,0.94,0.1343,
3906,1,1,3,8,0,6,0,1,0.22,0.2121,0.44,0.2985,
3907,2,1,3,15,0,4,1,1,0.62,0.6061,0.69,0.194,
3908,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,
3909,3,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,
3910,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,
3911,2,0,6,13,0,0,0,2,0.74,0.6667,0.51,0,
3912,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,
3913,2,1,5,10,0,6,0,1,0.56,0.5303,0.49,0.0896,
3914,3,0,9,15,0,6,0,1,0.74,0.6818,0.55,0.2239,
3915,2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,
3916,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,
3917,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,
3918,2,1,4,1,0,2,1,1,0.64,0.6212,0.57,0.1642,
3919,1,1,3,22,0,4,1,1,0.38,0.3939,0.5,0.2537,
3920,3,0,9,2,0,5,1,1,0.4,0.4091,0.71,0.2836,
3921,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,
3922,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,
3923,2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045,
3924,1,1,1,19,0,0,0,1,0.16,0.1667,0.37,0.1642,
3925,4,1,10,11,1,1,0,2,0.4,0.4091,0.62,0.0896,
3926,2,0,6,21,0,6,0,2,0.66,0.6212,0.47,0.1045,
3927,1,0,1,23,0,2,1,2,0.22,0.2727,0.93,0,
3928,2,1,5,15,0,6,0,1,0.72,0.6515,0.3,0.1045,
3929,3,0,7,17,0,6,0,1,0.84,0.7273,0.32,0,
3930,1,1,1,9,0,4,1,1,0.32,0.3333,0.81,0.1045,
3931,4,0,9,12,0,6,0,2,0.62,0.5758,0.83,0.0896,
3932,1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,
3933,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537,
3934,1,1,1,6,0,4,1,3,0.36,0.3485,0.93,0.1343,
3935,3,0,8,23,0,5,1,2,0.6,0.5455,0.88,0.0896,
3936,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0,
3937,3,0,8,21,0,2,1,1,0.72,0.6667,0.54,0,
3938,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,
3939,1,1,2,10,0,3,1,1,0.34,0.303,0.57,0.2985,
3940,2,0,5,0,0,4,1,1,0.36,0.3485,0.66,0.194,
3941,2,0,5,11,0,3,1,2,0.54,0.5152,0.94,0.0896,
3942,4,0,10,6,0,0,0,1,0.32,0.3182,0.81,0.1642,
3943,3,0,7,3,0,3,1,1,0.72,0.6667,0.58,0.1642,
3944,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,
3945,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,
3946,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,
3947,4,1,11,10,0,6,0,2,0.26,0.2273,0.44,0.2985,
3948,4,0,12,16,0,5,1,2,0.32,0.303,0.45,0.2239,
3949,4,0,11,3,0,0,0,1,0.24,0.2879,0.87,0,
3950,3,1,9,21,0,5,1,1,0.64,0.6061,0.73,0.2239,
3951,4,1,12,5,0,1,1,2,0.38,0.3939,0.94,0.1045,
3952,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627,
3953,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,
3954,3,0,9,11,0,3,1,1,0.72,0.6818,0.66,0.1642,
3955,3,1,7,0,0,4,1,1,0.66,0.6212,0.65,0.194,
3956,1,0,1,19,0,1,1,1,0.3,0.3182,0.61,0.1045,
3957,2,0,4,21,0,6,0,1,0.32,0.303,0.61,0.2537,
3958,3,1,8,8,0,6,0,1,0.64,0.6061,0.69,0.2537,
3959,4,0,11,7,0,2,1,2,0.54,0.5152,0.68,0.1642,
3960,2,1,5,15,0,0,0,2,0.7,0.6364,0.39,0.4179,
3961,2,1,5,23,0,3,1,2,0.5,0.4848,0.77,0.2537,
3962,1,1,1,20,0,3,1,1,0.22,0.2121,0.37,0.2537,
3963,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0,
3964,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0,
3965,4,0,12,17,0,2,1,1,0.36,0.3485,0.4,0.194,
3966,2,1,6,22,0,1,1,2,0.72,0.6667,0.58,0.194,
3967,4,0,11,18,1,5,0,1,0.34,0.3182,0.39,0.2537,
3968,2,0,6,9,0,0,0,2,0.68,0.6364,0.74,0.1045,
3969,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,
3970,1,0,2,19,0,6,0,2,0.28,0.2424,0.93,0.4478,
3971,3,1,7,2,0,6,0,3,0.6,0.5455,0.88,0.2836,
3972,1,0,2,13,0,4,1,1,0.2,0.1667,0.4,0.4179,
3973,3,0,8,2,0,3,1,1,0.66,0.6212,0.69,0,
3974,3,0,8,14,0,6,0,1,0.8,0.7424,0.49,0.194,
3975,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,
3976,1,1,2,10,0,0,0,2,0.26,0.2424,0.52,0.2537,
3977,2,0,4,19,0,3,1,1,0.5,0.4848,0.31,0.2985,
3978,4,0,11,20,0,5,1,1,0.36,0.3333,0.43,0.2836,
3979,4,0,10,13,0,0,0,1,0.4,0.4091,0.43,0.2239,
3980,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,
3981,1,0,1,19,0,4,1,1,0.2,0.2273,0.69,0.0896,
3982,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,
3983,3,1,6,7,0,6,0,1,0.64,0.5758,0.83,0.1642,
3984,4,0,11,1,0,1,1,1,0.34,0.3636,0.87,0,
3985,4,1,11,22,0,0,0,2,0.36,0.3333,0.66,0.2537,
3986,4,0,12,13,0,2,1,1,0.4,0.4091,0.37,0.3284,
3987,4,1,10,9,0,0,0,3,0.4,0.4091,0.71,0.1343,
3988,1,0,3,12,0,1,1,1,0.3,0.2727,0.42,0.4179,
3989,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,
3990,1,0,12,16,0,3,1,1,0.3,0.2727,0.36,0.4179,
3991,4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,
3992,4,0,9,7,0,1,1,2,0.62,0.5455,0.94,0,
3993,4,0,11,18,0,2,1,2,0.5,0.4848,0.72,0.2836,
3994,3,1,7,3,0,2,1,1,0.7,0.6515,0.65,0.1343,
3995,2,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642,
3996,2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,
3997,1,1,3,12,0,4,1,2,0.62,0.6212,0.5,0.1343,
3998,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,
3999,1,0,2,17,0,6,0,1,0.32,0.2879,0.31,0.5224,
4000,2,1,5,5,0,5,1,1,0.46,0.4545,0.77,0.1045,
4001,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,
4002,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,
4003,3,0,8,3,0,0,0,2,0.64,0.5606,0.94,0.2537,
4004,3,1,9,18,0,5,1,1,0.66,0.6212,0.61,0.2537,
4005,2,0,6,15,0,2,1,2,0.82,0.7424,0.41,0.3284,
4006,3,0,8,13,0,1,1,1,0.9,0.803,0.31,0.2985,
4007,3,1,8,9,0,5,1,1,0.74,0.697,0.7,0,
4008,1,1,1,15,0,1,1,1,0.32,0.3182,0.24,0.194,
4009,4,0,12,11,0,6,0,1,0.32,0.3333,0.57,0.0896,
4010,3,1,7,15,0,4,1,1,0.92,0.8939,0.42,0.2985,
4011,3,1,9,4,0,5,1,1,0.5,0.4848,0.77,0,
4012,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,
4013,4,0,11,19,0,3,1,2,0.32,0.303,0.57,0.2836,
4014,1,1,12,8,0,1,1,1,0.22,0.2727,0.69,0,
4015,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,
4016,3,0,6,23,0,5,1,1,0.68,0.6364,0.51,0.1343,
4017,2,1,4,3,0,0,0,2,0.44,0.4394,0.82,0.1642,
4018,3,1,8,1,0,2,1,1,0.68,0.6364,0.89,0.194,
4019,4,0,9,18,0,4,1,1,0.64,0.6212,0.41,0.2239,
4020,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,
4021,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0,
4022,4,0,10,14,0,5,1,2,0.36,0.3485,0.46,0.194,
4023,1,0,1,9,0,3,1,3,0.22,0.2121,0.87,0.2985,
4024,2,0,4,21,0,2,1,2,0.42,0.4242,0.82,0.194,
4025,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0,
4026,2,1,5,19,0,4,1,1,0.64,0.6212,0.31,0.194,
4027,2,1,4,18,0,3,1,3,0.4,0.4091,0.43,0.4179,
4028,4,1,11,11,0,2,1,3,0.3,0.2727,0.87,0.2985,
4029,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,
4030,1,0,1,17,0,3,1,3,0.2,0.1818,0.93,0.3582,
4031,3,0,8,2,0,1,1,2,0.6,0.5606,0.83,0,
4032,3,0,7,2,0,0,0,1,0.74,0.697,0.66,0.0896,
4033,3,0,7,11,0,0,0,1,0.86,0.7424,0.28,0.1642,
4034,1,1,1,16,0,4,1,1,0.26,0.2273,0.41,0.3284,
4035,2,0,5,8,0,6,0,3,0.5,0.4848,0.94,0,
4036,3,0,9,9,0,2,1,2,0.54,0.5152,0.81,0.4179,
4037,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,
4038,1,1,2,20,0,4,1,1,0.46,0.4545,0.44,0.1343,
4039,2,0,5,11,0,1,1,1,0.68,0.6364,0.69,0.3881,
4040,3,0,7,15,0,6,0,1,0.76,0.6818,0.45,0.3284,
4041,3,0,9,14,0,2,1,1,0.74,0.6667,0.51,0.3284,
4042,2,1,5,9,0,4,1,1,0.62,0.5909,0.73,0.1642,
4043,4,1,10,22,0,3,1,1,0.46,0.4545,0.55,0.2985,
4044,3,1,6,8,0,4,1,1,0.66,0.6212,0.5,0.1343,
4045,3,1,7,23,0,0,0,1,0.68,0.6364,0.79,0.1642,
4046,1,1,12,0,0,1,1,1,0.22,0.2727,0.69,0,
4047,4,1,10,11,0,2,1,1,0.6,0.6212,0.53,0,
4048,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,
4049,4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045,
4050,1,1,1,17,0,0,0,1,0.36,0.3333,0.21,0.4179,
4051,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,
4052,2,1,6,6,0,1,1,1,0.52,0.5,0.68,0,
4053,2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,
4054,1,1,2,5,0,6,0,1,0.24,0.2576,0.81,0.0896,
4055,1,1,2,15,0,6,0,2,0.32,0.303,0.66,0.2239,
4056,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,
4057,3,1,9,21,0,6,0,1,0.64,0.6212,0.57,0.2537,
4058,1,0,1,11,0,2,1,2,0.24,0.2424,0.6,0.1343,
4059,3,0,8,2,0,0,0,2,0.7,0.6667,0.84,0.2239,
4060,4,0,11,3,0,2,1,1,0.32,0.3485,0.87,0,
4061,3,0,8,6,0,1,1,1,0.7,0.6515,0.65,0.2836,
4062,4,1,10,7,0,1,1,1,0.38,0.3939,0.66,0.0896,
4063,2,1,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,
4064,3,0,8,22,0,5,1,1,0.7,0.6515,0.65,0.2239,
4065,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,
4066,1,0,2,1,0,1,1,1,0.38,0.3939,0.37,0.3582,
4067,1,0,2,14,0,1,1,3,0.42,0.4242,1,0.2985,
4068,3,0,8,16,0,3,1,3,0.68,0.6364,0.79,0,
4069,3,0,7,12,0,1,1,1,0.84,0.803,0.53,0.2836,
4070,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,
4071,4,0,11,17,0,1,1,1,0.58,0.5455,0.56,0.194,
4072,4,0,10,1,0,1,1,1,0.36,0.3636,0.81,0.0896,
4073,2,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642,
4074,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,
4075,2,1,4,23,0,3,1,1,0.34,0.303,0.57,0.2985,
4076,1,0,12,23,0,4,1,3,0.4,0.4091,0.87,0,
4077,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0,
4078,3,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,
4079,4,0,10,12,0,5,1,2,0.38,0.3939,0.4,0.1642,
4080,3,1,9,10,0,0,0,1,0.64,0.6212,0.57,0.2985,
4081,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,
4082,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,
4083,1,0,2,15,0,2,1,1,0.22,0.197,0.35,0.3881,
4084,3,0,7,18,0,4,1,1,0.72,0.6515,0.42,0.194,
4085,1,1,3,7,0,2,1,2,0.46,0.4545,0.82,0.2836,
4086,2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0,
4087,2,1,5,14,0,3,1,1,0.68,0.6364,0.65,0.1343,
4088,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,
4089,4,1,12,8,0,4,1,1,0.24,0.2273,0.6,0.194,
4090,2,1,4,1,0,0,0,2,0.46,0.4545,0.82,0.3284,
4091,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,
4092,1,1,3,18,0,1,1,2,0.6,0.6212,0.43,0.194,
4093,1,1,12,4,0,4,1,2,0.24,0.2121,0.87,0.3284,
4094,2,0,5,14,0,6,0,1,0.72,0.6515,0.42,0,
4095,3,0,8,2,0,4,1,1,0.66,0.6212,0.54,0.1343,
4096,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,
4097,3,1,9,11,0,0,0,2,0.74,0.697,0.7,0,
4098,3,0,7,6,0,3,1,1,0.7,0.6515,0.54,0.2239,
4099,3,0,8,12,0,5,1,1,0.8,0.697,0.27,0,
4100,4,0,11,15,0,6,0,1,0.52,0.5,0.29,0.2836,
4101,3,0,6,15,0,2,1,1,0.86,0.7879,0.41,0,
4102,4,0,12,2,0,6,0,2,0.28,0.303,0.61,0.0896,
4103,4,0,11,9,0,1,1,2,0.44,0.4394,0.88,0.2239,
4104,3,1,9,23,0,3,1,1,0.7,0.6667,0.84,0.0896,
4105,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0,
4106,2,1,5,18,0,1,1,1,0.64,0.6061,0.73,0.1045,
4107,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,
4108,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,
4109,4,1,10,16,0,6,0,1,0.6,0.6212,0.43,0.5224,
4110,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,
4111,4,1,12,22,0,1,1,2,0.5,0.4848,0.82,0.2239,
4112,4,0,11,9,0,2,1,2,0.56,0.5303,0.64,0.0896,
4113,4,1,10,4,0,4,1,1,0.44,0.4394,0.88,0.2239,
4114,3,0,8,6,0,3,1,1,0.54,0.5152,0.77,0,
4115,3,0,6,10,0,3,1,1,0.74,0.697,0.7,0.2537,
4116,1,1,1,5,0,5,1,2,0.3,0.2424,0.7,0.5522,
4117,1,1,2,18,0,5,1,1,0.38,0.3939,0.4,0.1343,
4118,3,1,6,15,0,6,0,1,0.88,0.7727,0.3,0.2537,
4119,2,0,5,10,0,3,1,1,0.7,0.6515,0.61,0.0896,
4120,2,1,4,4,0,4,1,1,0.38,0.3939,0.43,0.2836,
4121,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,
4122,2,0,6,8,0,0,0,2,0.6,0.5909,0.73,0.2537,
4123,3,1,9,23,0,2,1,2,0.56,0.5303,0.83,0.2239,
4124,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,
4125,3,0,9,8,0,3,1,2,0.54,0.5152,1,0.1045,
4126,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,
4127,2,0,5,11,0,2,1,1,0.86,0.803,0.47,0,
4128,4,1,10,22,0,0,0,3,0.44,0.4394,0.88,0.3582,
4129,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,
4130,3,1,7,16,0,2,1,1,0.76,0.7121,0.58,0.2239,
4131,4,0,12,15,0,0,0,1,0.32,0.303,0.45,0.2836,
4132,2,1,4,21,1,1,0,1,0.68,0.6364,0.51,0.2537,
4133,2,0,5,10,0,4,1,1,0.7,0.6667,0.74,0.2836,
4134,4,0,11,11,0,5,1,2,0.44,0.4394,0.67,0.4478,
4135,1,0,1,19,0,0,0,1,0.12,0.1212,0.3,0.2836,
4136,3,0,7,20,0,2,1,1,0.8,0.7273,0.46,0.2537,
4137,1,0,1,17,0,4,1,1,0.22,0.2273,0.51,0.1642,
4138,1,1,2,0,0,3,1,1,0.44,0.4394,0.38,0.2836,
4139,3,1,8,12,0,4,1,1,0.8,0.697,0.33,0.1045,
4140,4,1,10,16,1,1,0,3,0.42,0.4242,0.58,0.194,
4141,4,1,12,18,0,5,1,1,0.36,0.3485,0.46,0.1343,
4142,3,1,6,15,0,0,0,1,0.86,0.7424,0.28,0.2239,
4143,3,0,9,0,0,5,1,3,0.64,0.5606,0.94,0.194,
4144,4,1,10,4,0,3,1,1,0.5,0.4848,0.77,0.0896,
4145,2,0,3,8,0,1,1,1,0.2,0.197,0.34,0.2239,
4146,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,
4147,4,0,10,20,0,3,1,1,0.5,0.4848,0.88,0,
4148,2,1,3,1,0,6,0,1,0.56,0.5303,0.73,0.0896,
4149,4,1,12,18,0,2,1,1,0.38,0.3939,0.46,0.3284,
4150,2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,
4151,3,0,7,20,0,0,0,1,0.84,0.7879,0.49,0.1642,
4152,2,0,6,19,0,5,1,1,0.68,0.6212,0.26,0.2836,
4153,2,0,4,14,0,3,1,1,0.5,0.4848,0.34,0.4179,
4154,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194,
4155,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0,
4156,3,0,8,21,0,6,0,2,0.7,0.6667,0.84,0.3284,
4157,4,1,10,19,0,6,0,1,0.44,0.4394,0.44,0.1642,
4158,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,
4159,1,1,2,20,0,1,1,1,0.3,0.303,0.42,0.1642,
4160,1,0,12,20,1,1,0,1,0.3,0.3182,0.56,0.0896,
4161,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,
4162,3,0,7,15,0,0,0,1,0.84,0.803,0.53,0.2985,
4163,2,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045,
4164,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,
4165,3,0,9,17,0,5,1,2,0.68,0.6364,0.65,0.1642,
4166,2,0,4,7,0,6,0,1,0.4,0.4091,0.54,0.3881,
4167,1,0,1,16,1,1,0,2,0.2,0.2121,0.47,0.1642,
4168,2,0,3,4,0,0,0,3,0.18,0.197,0.74,0.1642,
4169,4,0,11,5,0,0,0,1,0.36,0.3485,0.87,0.194,
4170,3,1,6,1,0,0,0,2,0.68,0.6364,0.54,0.0896,
4171,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,
4172,2,0,3,9,0,2,1,1,0.28,0.2576,0.28,0.3881,
4173,4,0,11,17,1,5,0,1,0.34,0.303,0.39,0.3284,
4174,1,0,1,6,0,3,1,2,0.22,0.2576,0.93,0.0896,
4175,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,
4176,4,1,10,19,0,1,1,1,0.52,0.5,0.52,0.1045,
4177,2,0,5,21,0,3,1,1,0.66,0.6212,0.69,0.1343,
4178,3,1,7,20,0,1,1,1,0.78,0.697,0.43,0.1343,
4179,1,0,1,11,0,5,1,3,0.18,0.2121,0.93,0.1045,
4180,1,0,1,15,0,6,0,2,0.44,0.4394,0.77,0.2985,
4181,1,1,1,7,0,4,1,2,0.34,0.3182,0.87,0.2836,
4182,4,0,12,3,0,5,1,1,0.22,0.2727,0.8,0,
4183,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,
4184,2,0,6,14,0,6,0,2,0.8,0.7273,0.46,0.2836,
4185,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,
4186,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224,
4187,1,0,2,9,0,5,1,3,0.34,0.303,0.93,0.3582,
4188,4,0,10,20,0,0,0,2,0.36,0.3333,0.76,0.2537,
4189,4,0,9,3,0,3,1,2,0.6,0.5152,0.94,0.0896,
4190,1,1,1,22,0,0,0,1,0.18,0.2121,0.37,0.0896,
4191,3,0,7,23,0,5,1,1,0.64,0.6212,0.61,0.1642,
4192,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,
4193,3,0,9,0,0,0,0,1,0.62,0.5606,0.88,0,
4194,2,1,4,22,0,3,1,2,0.42,0.4242,0.77,0.0896,
4195,2,0,4,13,0,0,0,1,0.44,0.4394,0.33,0.2985,
4196,1,0,2,15,0,2,1,2,0.24,0.2879,0.75,0,
4197,1,1,3,1,0,2,1,1,0.2,0.197,0.44,0.2537,
4198,3,1,7,1,0,1,1,2,0.76,0.7121,0.58,0.194,
4199,2,0,6,0,0,2,1,1,0.6,0.6212,0.49,0.194,
4200,2,1,4,2,0,6,0,1,0.36,0.3485,0.43,0.1642,
4201,3,1,8,5,0,1,1,2,0.6,0.5606,0.83,0,
4202,1,0,2,1,0,6,0,1,0.46,0.4545,0.14,0.4179,
4203,4,0,11,23,0,6,0,1,0.38,0.3939,0.62,0.2239,
4204,2,0,3,3,0,5,1,1,0.2,0.2273,0.69,0.1045,
4205,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,
4206,1,0,1,20,0,6,0,1,0.18,0.2121,0.74,0.0896,
4207,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,
4208,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,
4209,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,
4210,1,0,2,9,0,2,1,2,0.16,0.2273,0.93,0,
